operator,call_index,layer,head,discovery_mean_gain,validation_mean_gain,discovery_horizon_slope,validation_horizon_slope
landmark,0,13,9,-4.0585124278651605,-3.9155414752219175,-0.05832852975819156,-0.06520334338273148
landmark,0,13,10,-2.5462113788631586,-2.496111368829095,0.14172051805509706,0.03965693883714834
landmark,0,13,11,-4.236350061287015,-4.1113633014770254,-0.08183158841127801,-0.05505700503469494
landmark,0,14,0,-4.939824129807826,-4.633733503089904,0.28590659099128085,0.3039272487463164
landmark,0,14,1,-3.8945561520412286,-3.821636895425843,-0.22787790480257436,-0.1222131833271652
landmark,0,14,2,-2.806806839023961,-2.82843843753961,-0.17017131669134497,-0.13555494732023077
landmark,0,14,3,-5.604940054150359,-5.547701444753244,-0.2653087147451522,-0.16541879792047434
landmark,0,14,4,-4.753130167919415,-4.5843399914603085,0.10907673226810334,0.06198638590050889
landmark,0,14,5,-5.290177637183952,-5.118044534075459,-0.5935220539678987,-0.48819208091333843
landmark,0,14,6,-2.7919075905173725,-2.7213093288356682,0.12512160989157511,0.1926481706433501
landmark,0,14,7,-3.875475516153626,-3.770919344921351,0.027665504593140853,0.04451631518493633
landmark,0,14,8,-5.356294401208831,-5.078225193143979,-0.4494014975549388,-0.3720214015748107
landmark,0,14,9,-2.6061207544796,-2.594328609452975,0.16871090854811951,0.21472895848724008
landmark,0,14,10,-5.128958845257586,-5.010500042200505,-0.3335878038737484,-0.1082424809481913
landmark,0,14,11,-3.3098168790357367,-3.287913724111156,-0.11342072396829693,-0.035763361814900654
landmark,0,15,0,-2.8485168594717316,-2.8695989407216356,-0.007132155752593215,0.07167556155776646
landmark,0,15,1,-3.5633971888806584,-3.5516266798388916,-0.7364380976716524,-0.5213606587837111
landmark,0,15,2,-2.9382142539683644,-3.0009959089370426,-0.6771412964187754,-0.47529430021894836
landmark,0,15,3,-2.20619095136006,-2.2723362011404,0.13128430204792715,0.1749339365314607
landmark,0,15,4,-4.033708947431946,-4.083252637766518,-0.6209121920040062,-0.35644476354872084
landmark,0,15,5,-3.50027435366511,-3.6134603035038366,-0.04660172600495827,0.06662217521727053
landmark,0,15,6,-2.143781778200722,-2.194787552431827,0.006474993003300924,0.058440159778606844
landmark,0,15,7,-2.190001582717865,-2.194215518152555,-0.18028002567428136,-0.06574710993298805
landmark,0,15,8,-3.9334969168610123,-3.6790319768318347,-0.09228452561998415,0.019753816767838772
landmark,0,15,9,-2.7548985018653305,-2.7651390718894713,-0.0011057128990745917,0.14366161089654408
landmark,0,15,10,-2.5276616584102496,-2.562387235356901,0.3100025959078201,0.36207758476830654
landmark,0,15,11,-4.071274312897544,-3.947941151878899,0.08998386566036366,0.18123464942109907
landmark,0,16,0,-4.655246887889269,-4.561978540427838,-0.18965781363863052,0.05860818104731555
landmark,0,16,1,-1.9614452903308859,-1.9154294870142194,0.2044722486361172,0.2143944252847203
landmark,0,16,2,-5.766051850537912,-5.513271907842111,-0.038213139078906555,0.20668859824855
landmark,0,16,3,-2.0592782918193326,-2.0308514320856523,0.17640416387585034,0.23127194025065462
landmark,0,16,4,-4.050231876357258,-4.049469752772329,0.1575486694320929,0.3174252051401805
landmark,0,16,5,-4.231958403932379,-4.045401822259166,0.297733368764079,0.45458051492934415
landmark,0,16,6,-4.281072635266383,-4.143164179108306,-0.18897623464830487,-0.16218193430530312
landmark,0,16,7,-2.4346718459602905,-2.5067132726744332,0.05195275798736074,0.07333471849138382
landmark,0,16,8,-4.1376283152029805,-3.980112810238919,0.08709692242785037,0.19004981950300995
landmark,0,16,9,-6.542708226160538,-6.279896060889275,-0.5142552078976256,-0.3590160221666544
landmark,0,16,10,-2.1228330144982075,-2.1068524870767944,-0.05950102108649179,-0.016238827913273225
landmark,0,16,11,-2.4671472392691736,-2.5878614910269406,0.09704825233253002,0.06160980312558626
landmark,0,17,0,-3.5832100479140485,-3.66864254545575,-0.29267784525942064,-0.05297292191642762
landmark,0,17,1,-3.4889226883454127,-3.336198705907617,-0.8330572880061596,-0.8132464535569601
landmark,0,17,2,-3.261981729048559,-3.051436066373274,0.2549411155998112,0.346279059910265
landmark,0,17,3,-5.377717662626576,-5.352022900512732,0.03614391539957698,0.23646010791232733
landmark,0,17,4,-2.9215443817560067,-2.880400553355108,0.04839967134581323,0.1873033097850145
landmark,0,17,5,-5.115671024479423,-5.03113333499813,-0.020653967198926475,0.05814504344847854
landmark,0,17,6,-3.407727733064592,-3.397019355796371,-0.34140895160832374,-0.12968069517032732
landmark,0,17,7,-6.442840396928536,-6.091717975459265,-0.3438275537016273,-0.24180194757524637
landmark,0,17,8,-7.228688982343987,-7.051173253152104,-0.40765522516722014,-0.11047236828820592
landmark,0,17,9,-2.003325518419567,-1.908902057740753,0.19174975212754228,0.29292303528082986
landmark,0,17,10,-5.572197200359057,-5.4732254021889695,-0.12205961210994183,0.12366897661122833
landmark,0,17,11,-2.3945789228080314,-2.4301284475907265,0.15122929043893252,0.35204558413053566
landmark,0,18,0,-2.343537768124523,-2.313538716728799,-0.007006007481931734,0.09079120782194851
landmark,0,18,1,-5.168159157163658,-5.19277940824579,-1.157721342999562,-0.8603803876864289
landmark,0,18,2,-5.027997774671097,-4.99217826457484,-1.0879386843079324,-0.860275632986373
landmark,0,18,3,-5.202338240599002,-5.237590220958228,-1.2299024803634573,-0.9689101258827681
landmark,0,18,4,-3.0912885807149277,-3.0714298056148817,-0.2993825468264995,-0.14281684216791823
landmark,0,18,5,-4.758357778862542,-4.747108958006617,-0.9161883838240251,-0.6865962363779672
landmark,0,18,6,-4.517406828439621,-4.510474537892789,-0.6242632054109744,-0.49053652702453987
landmark,0,18,7,-4.244277062567539,-4.370408228225933,-0.9300926485059365,-0.6398613379818715
landmark,0,18,8,-5.055077966157204,-4.914524313037008,-1.033241215712229,-0.9087048254680241
landmark,0,18,9,-1.7736367620327638,-1.8210942979932667,0.19796793129172102,0.23628411894485793
landmark,0,18,10,-4.416002548555835,-4.379995407092761,-0.8139168248940178,-0.5979345739786701
landmark,0,18,11,-3.6412903229355886,-3.876991149220748,-0.35819349374117776,-0.22344296077617629
landmark,0,19,0,-1.863504306228558,-1.887815420086816,0.19880938689321082,0.19684440431187078
landmark,0,19,1,-5.099593664173965,-5.046556652894785,-0.16167986012633265,-0.04771304921157664
landmark,0,19,2,-6.0638024236483945,-5.4447205739356574,-0.6200995948126786,-0.5252342794398047
landmark,0,19,3,-5.062745845652594,-5.054444297909086,-0.6990873597059053,-0.502508826496144
landmark,0,19,4,-4.08642864638399,-3.9734884926044156,0.37883312117873774,0.5653868975422418
landmark,0,19,5,-6.244358915792955,-6.015595691088806,-0.2272903462507424,-0.16372952991332346
landmark,0,19,6,-2.8857370464459415,-2.9056967210312936,0.1403942233927772,0.21869112543276653
landmark,0,19,7,-4.184205472096021,-4.042376368418694,-0.24187215758796846,-0.22107952898343525
landmark,0,19,8,-2.009598667190936,-1.9060825832614323,0.27262829395163984,0.2425419862852171
landmark,0,19,9,-4.3591643003113845,-4.3287756181010595,-0.038746152129911074,-0.005480009590034839
landmark,0,19,10,-4.107565701178475,-3.887571843107027,-0.38031406281167407,-0.2489537465459209
landmark,0,19,11,-5.829820903550927,-5.747858315644769,-0.2752962505213893,-0.20019183637319443
landmark,0,20,0,-4.4742757893267795,-4.520852127547788,-0.34815402267847373,-0.23773950014715692
landmark,0,20,1,-2.6750773671118018,-2.3346929845565323,-0.40146312797416417,-0.5908323290601374
landmark,0,20,2,-4.193020784995007,-4.172998362899444,-1.3446401547574538,-1.259233566465074
landmark,0,20,3,-2.687570523972314,-2.497785629704436,-0.8033361799942587,-0.9802334777969447
landmark,0,20,4,-3.4078158766818056,-3.648595406296305,0.19392914600129363,0.15959525718990544
landmark,0,20,5,-5.39950770365292,-5.201714841828397,-1.3674980539698645,-1.5441730220405483
landmark,0,20,6,-3.013752931846009,-2.9875649649868365,-0.12440302381629657,-0.05770546550974644
landmark,0,20,7,-9.399911941259562,-9.206833852804358,-2.3035311306058595,-2.8754603082965597
landmark,0,20,8,-4.73020804250315,-4.648024098446498,-0.1349805058034141,-0.13503429670007425
